lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
119,1,118.8,7,16,4,6,2,0,3,0
24,0,108.47622619555942,4,11,4,2,1,0,0,0
82,0,76.5,7,17,4,2,0,0,0,0
101,0,78.18401227400516,3,15,4,2,0,0,0,0
253,0,105.90417884299173,10,5,2,2,1,0,3,0
37,0,88.0,12,11,4,2,0,3,0,0
181,1,96.3,8,30,4,1,0,0,0,0
8,0,160.53952294351265,4,24,4,1,1,0,1,0
98,0,146.3706041101162,7,3,4,2,2,0,3,0
24,1,139.0,8,21,4,0,1,3,0,0
8,0,117.68330529966272,7,27,4,0,2,3,0,0
39,0,139.98427263593044,4,18,4,2,0,0,3,0
170,1,128.9007440797017,7,25,4,1,0,0,3,0
4,0,239.60559467140493,9,17,4,2,0,0,5,0
0,0,88.81323158372999,4,9,3,0,0,2,0,0
172,0,108.69217518844484,7,22,4,2,0,0,0,0
7,0,151.0,7,4,4,1,0,0,0,0
102,0,103.01155021717145,10,26,4,2,0,0,2,0
177,0,83.26924020081341,8,24,4,3,0,3,0,0
9,0,156.14569823782966,6,4,4,1,0,0,3,0
77,0,76.5,7,3,4,11,4,0,0,0
294,0,158.4,7,23,4,3,2,0,5,0
109,1,68.0,7,14,4,6,2,0,0,0
27,0,149.18390341180861,5,22,4,2,1,0,2,0
108,0,130.0,7,9,3,2,0,0,0,0
55,0,116.1,5,20,4,1,1,3,0,0
53,0,138.36255009851894,8,2,4,3,1,0,1,0
88,0,82.04290474357754,6,14,3,2,0,0,2,0
158,1,131.44339940358918,7,7,4,2,0,0,0,0
65,0,94.69376859464288,4,26,4,3,0,3,0,0
274,1,107.53538041722304,8,9,4,3,0,0,0,0
255,0,123.24454191791403,7,18,4,3,0,0,1,0
82,0,76.42829021931084,4,17,4,5,2,0,0,0
37,1,149.4,9,26,4,1,0,0,3,0
110,1,118.8,9,9,3,2,1,0,0,0
183,0,117.59799459641708,4,30,4,1,0,0,0,0
18,0,131.79871972461302,4,13,4,2,1,0,2,0
5,0,138.34207679597108,5,8,4,5,2,1,1,0
57,0,108.76009358065208,4,1,4,2,1,0,0,0
115,0,60.421488207590556,2,27,3,2,2,0,0,0
278,0,74.96471350315547,12,23,4,5,1,0,0,0
114,0,105.18695337494502,7,28,4,3,0,0,3,0
253,0,65.84219395468801,10,28,4,1,1,3,0,0
78,0,100.0,3,25,3,2,1,0,0,0
120,0,66.91939983034347,10,17,3,3,1,0,0,0
163,1,118.98724198883964,6,21,4,2,0,0,2,0
34,1,66.95006064399699,2,6,4,2,1,0,0,0
101,0,103.49799760543507,8,14,4,2,0,0,0,0
69,0,119.9833935033108,5,12,4,3,2,0,0,0
69,0,85.09718007377172,3,27,4,4,1,0,2,0
212,0,80.75,8,10,4,3,1,3,0,0
3,0,147.02141142706813,6,24,4,4,1,0,3,0
105,0,150.78570768867218,8,24,4,4,0,0,3,0
57,0,148.32715606533557,10,16,4,3,1,0,4,0
26,0,158.23005826815458,5,20,4,2,0,0,3,0
11,0,104.80652723767756,4,20,3,2,0,0,2,0
32,0,161.33,10,15,4,1,1,0,3,0
162,0,139.93289475101076,7,30,4,2,0,0,3,0
178,1,150.45,9,6,4,3,0,0,3,0
104,0,138.6524345580272,7,30,4,2,1,0,2,0
237,0,136.36933519160132,10,10,4,3,0,0,3,0
159,1,127.34300044253739,8,16,4,1,0,0,1,0
118,0,105.3,5,4,4,1,1,0,0,0
32,0,98.1,5,22,4,0,2,3,0,0
94,0,108.45555192579857,10,6,4,3,0,2,0,0
44,0,96.40924003537499,11,21,4,2,0,0,0,0
19,1,79.0,2,24,4,2,0,3,0,0
27,0,198.9,5,6,4,2,0,0,5,0
225,0,68.24733204222531,10,26,4,1,0,2,0,0
109,0,117.42664663042264,7,14,4,2,0,0,0,0
51,1,135.39337132128222,7,8,4,3,0,0,1,0
81,0,92.39985503707088,3,24,4,3,1,0,1,0
50,0,126.56861427280947,4,20,4,1,0,0,0,0
192,0,74.1579385143928,6,9,3,3,1,0,0,0
3,0,79.2,8,17,2,5,1,0,0,0
100,0,76.91969778557717,7,1,4,2,0,0,0,0
102,0,95.42382434598848,4,5,3,2,0,0,0,0
0,0,137.54777587949894,7,11,4,2,0,0,0,0
0,0,85.43430144495689,9,24,4,1,0,2,0,0
55,0,149.3249628251563,9,20,4,3,0,0,3,0
6,0,130.4829674400901,7,12,4,1,1,0,0,0
85,0,102.86875306837621,4,27,4,3,1,2,0,0
177,0,73.15986185270324,7,18,3,4,1,0,0,0
37,0,112.33259254336453,3,23,4,3,0,0,0,0
136,0,76.8612728381883,11,13,4,2,1,3,0,0
157,0,138.68167370146506,7,14,4,3,1,0,0,0
56,0,71.41629044322566,10,13,4,3,0,0,0,0
83,0,104.4,6,26,4,3,0,0,0,0
5,0,89.0,3,5,4,1,1,3,0,0
184,0,95.98866067576296,8,12,4,1,0,3,0,0
88,0,105.3,4,24,4,1,1,0,1,0
214,0,99.19084354436995,8,19,4,4,1,0,2,0
177,1,127.24086136567193,8,9,3,3,0,0,0,0
27,0,74.8,12,20,4,4,0,0,0,0
181,2,96.30790276363271,7,28,3,1,0,0,0,0
135,0,97.39665655041715,7,23,4,3,1,0,0,0
3,0,165.4928501812917,6,13,4,1,0,0,0,0
143,0,118.8,9,21,4,3,1,3,0,0
155,1,129.30310374560702,8,1,4,1,1,0,0,0
71,0,70.59893139502957,5,3,4,1,2,1,0,0
73,0,207.9,8,7,4,2,1,0,5,0
49,0,111.29542690111033,11,27,4,0,0,0,0,0
50,0,99.14214247135297,8,1,4,1,0,2,0,0
93,0,129.0580730378726,5,14,4,4,0,3,0,0
58,0,131.51817549459105,6,28,4,4,0,0,3,0
39,0,128.93328623924705,8,27,4,3,0,0,2,0
158,1,133.04288119174987,8,27,4,4,0,0,3,0
63,0,110.08178694087493,9,3,4,3,0,1,1,0
48,0,102.48557335595683,4,1,4,2,1,0,1,0
92,1,76.6864982604806,3,30,4,2,2,3,0,0
4,0,110.98309498695745,5,25,2,2,0,0,0,0
16,0,91.15155264774201,3,1,4,4,0,0,0,0
215,1,102.85,10,1,4,2,1,0,0,0
155,1,104.91807412446616,7,27,4,1,0,0,0,0
166,0,122.32059709232173,9,1,4,2,1,0,2,0
153,1,134.2326174304779,7,3,4,2,1,0,0,0
39,0,135.9,8,20,4,3,2,0,0,0
8,0,91.61221684255362,2,5,3,1,1,0,1,0
87,1,156.75585683024863,9,25,4,1,0,0,5,0
46,0,110.86886477587502,8,26,4,1,0,1,0,0
98,0,65.80508630786626,10,29,4,1,1,0,0,0
90,1,127.77399495752827,4,28,4,2,0,0,0,0
136,0,94.02045832518375,6,28,4,3,0,0,0,0
12,1,92.4216764762438,2,5,4,5,2,0,0,0
34,0,98.1,5,20,4,1,2,3,0,0
144,0,128.32682669759495,8,12,4,5,0,0,1,0
158,1,114.3,7,7,4,2,0,0,0,0
166,0,109.96094629440951,10,1,4,3,0,0,0,0
64,0,139.5442430691938,6,12,4,3,0,0,3,0
42,1,149.4,9,27,4,2,0,0,3,0
29,0,122.40242770033979,6,18,4,0,2,0,2,0
46,0,124.82480156777898,7,26,4,0,0,2,0,0
166,0,89.96366866447843,7,5,4,4,2,1,0,0
15,0,145.0,9,5,4,1,0,0,0,0
64,0,132.7752441299847,5,8,4,3,1,0,3,0
327,1,111.2431442890235,9,23,4,4,0,0,1,0
206,0,98.1,10,6,4,1,0,3,0,0
87,0,166.03519150234612,10,6,4,2,1,0,0,0
33,0,62.313327832151316,1,25,2,1,1,0,0,0
95,0,108.75196920892418,10,4,4,1,0,1,0,0
85,0,139.68242955995956,6,2,4,1,0,0,2,0
67,0,76.5,7,20,4,6,2,0,0,0
155,1,111.40538915648615,7,15,3,3,1,0,0,0
40,0,99.93068448701746,6,26,4,1,1,0,0,0
140,0,117.28693494111977,7,3,3,3,1,0,3,0
19,0,138.75210302724912,4,8,4,1,1,0,3,0
59,1,201.97572905314672,3,29,4,3,0,0,5,0
58,0,133.41130237794658,9,29,4,3,0,0,1,0
154,0,90.98648948200753,6,28,4,3,0,0,0,0
72,0,148.6553196059662,8,28,4,1,0,0,3,0
36,0,92.87631231830693,5,21,3,0,2,3,0,0
166,0,106.11307008484341,7,7,4,2,2,0,0,0
6,0,158.91788322418927,4,8,4,3,1,0,3,0
115,0,144.223865333306,7,4,4,4,1,0,3,0
15,0,101.89988716529918,9,12,4,4,1,1,0,0
103,1,138.5017538907608,10,18,4,1,1,0,1,0
9,0,221.0,5,10,4,3,0,0,5,0
34,0,218.75398165975488,8,17,4,2,1,0,3,0
7,0,126.99873749653048,2,4,4,3,0,0,0,0
30,0,149.4,6,12,4,3,0,0,3,0
126,0,90.7559474438942,4,21,4,2,2,2,0,0
13,1,77.24396941449857,11,20,4,3,2,3,0,0
123,0,114.17120921269294,5,22,4,4,2,0,3,0
125,0,89.9671755509152,3,28,3,3,0,0,0,0
19,0,146.9815012682732,9,4,4,1,1,0,1,0
19,0,197.0639974194096,4,11,4,1,0,0,5,0
104,0,150.3,8,25,4,2,0,0,3,0
2,0,144.49708810636608,3,17,4,1,0,0,2,0
72,0,105.616209672058,4,16,4,1,0,0,0,0
74,0,77.21725094729135,10,30,4,2,2,0,0,0
70,1,113.8740500578651,10,21,4,1,1,0,3,0
166,0,137.46295844346784,8,12,4,3,1,0,1,0
118,0,105.3,5,2,4,0,1,0,0,0
87,0,72.46954975299916,4,15,4,1,0,0,0,0
4,1,98.0,8,12,4,2,0,0,0,0
48,0,159.3,5,5,4,1,0,0,3,0
168,0,90.95,7,5,4,3,1,0,0,0
6,1,139.16439680107504,9,3,4,4,0,2,0,0
115,0,95.17353434575656,5,8,3,1,1,2,0,0
90,0,140.23330157519783,5,14,4,2,1,0,3,0
82,0,104.81125547244162,10,25,4,4,0,0,3,0
22,0,168.3213011190619,8,2,4,2,1,0,2,0
92,1,68.43719551817853,7,5,4,2,0,0,0,0
48,0,126.58445856575352,9,26,4,3,1,0,3,0
83,0,132.6,5,23,4,3,0,0,3,0
4,0,140.36214856913622,7,24,4,1,0,0,0,0
6,0,108.81416808027518,3,10,4,2,0,0,1,0
147,0,80.56402945506328,8,28,4,2,1,0,0,0
150,0,101.17545692358958,7,13,4,7,2,0,0,0
126,0,79.2,11,13,4,1,1,3,0,0
106,0,108.84378882488228,6,11,4,3,1,0,0,0
183,1,111.3417154066614,8,8,3,3,0,0,0,0
80,1,90.77563098283065,3,24,4,2,1,0,0,0
122,0,109.09039476835538,4,28,4,1,0,0,0,0
51,0,118.32269034818798,6,4,4,1,1,0,0,0
9,0,89.0,4,18,4,0,0,3,0,0
37,0,126.9,5,21,4,1,2,0,0,0
68,0,85.52952300801932,4,3,4,2,0,2,0,0
82,0,135.13358730936707,7,21,4,2,1,0,0,0
48,0,86.83153224948325,3,29,3,3,0,0,3,0
166,0,100.05110907316093,6,20,4,2,2,0,0,0
159,2,113.4,9,29,4,0,1,0,2,0
228,0,128.0708227650675,10,28,4,2,1,0,3,0
63,0,68.0,7,2,4,2,1,0,0,0
103,0,115.43478949753775,4,19,4,2,0,0,0,0
9,0,141.881531048042,7,16,4,4,0,0,0,0
178,0,98.08479205888003,8,25,4,2,1,2,0,0
27,0,120.13995680038128,9,18,3,1,1,0,0,0
28,0,79.25640002823947,2,2,4,2,0,0,0,0
54,0,88.6281631231527,3,17,4,2,1,1,0,0
208,0,103.35966732038175,7,20,4,2,0,0,0,0
80,0,126.9,5,17,4,2,0,0,0,0
177,0,123.89523124866372,8,2,4,4,1,0,0,0
155,0,84.44966185970027,5,18,3,1,0,0,0,0
76,0,168.3,8,12,4,1,1,0,3,0
34,0,99.72913166730746,4,17,4,0,2,0,0,0
222,0,85.5,8,15,4,0,0,3,0,0
150,0,64.3083686493955,7,10,3,1,1,2,0,0
51,0,99.0,9,2,4,1,0,3,0,0
71,0,115.18070422249248,8,13,2,2,0,3,0,0
32,0,168.45494004168066,7,14,4,2,1,0,2,0
25,0,140.3910387202738,5,9,4,1,1,2,0,0
45,1,141.37754688458833,9,4,4,3,0,0,2,0
22,0,177.41395450160113,6,25,4,3,1,0,0,0
87,0,58.19929130689738,2,27,4,3,1,0,0,0
42,0,131.47655234348383,4,7,4,3,0,0,1,0
110,0,119.47277151017518,9,9,3,0,1,1,0,0
44,0,92.55755943156909,11,19,4,1,0,0,0,0
247,0,115.0,6,6,3,1,1,1,0,0
6,0,221.0,6,7,4,1,0,0,5,0
27,0,115.0165260830232,4,16,4,1,1,1,0,0
17,0,97.0,3,11,4,1,0,3,0,0
114,1,105.91344689358463,4,29,4,4,2,0,3,0
15,0,83.04930897378915,2,7,4,1,0,0,0,0
155,0,130.41871641807046,8,1,4,1,1,0,0,0
212,0,79.53627346027268,11,27,4,3,0,3,0,0
212,0,82.43311801217166,8,8,3,3,1,2,0,0
15,1,61.511088627232695,11,25,4,5,2,0,0,0
157,1,85.0,11,17,4,3,0,0,0,0
115,0,126.04563934574769,7,17,3,1,0,0,0,0
55,0,140.91503476043192,6,9,4,1,0,0,3,0
75,0,91.95342756728857,4,11,4,3,0,0,0,0
101,0,79.2,11,5,4,1,0,3,0,0
1,0,89.0,3,28,4,1,0,3,0,0
93,0,135.99193535708602,6,3,4,2,1,0,1,0
30,0,186.22,11,2,4,9,4,0,5,0
185,0,86.00204163651533,8,10,4,5,3,3,0,0
55,0,99.9,6,20,4,1,0,0,0,0
166,0,121.40656761515334,7,6,4,3,1,0,0,0
31,1,172.96701396305411,10,3,4,4,1,0,3,0
201,1,137.3421057267102,7,27,3,1,0,0,3,0
101,0,102.89866487982573,8,14,3,2,0,0,0,0
228,1,119.85,9,18,4,2,2,0,0,0
0,0,134.32688448111966,5,24,3,1,0,0,0,0
52,0,78.57854359317014,2,19,4,2,0,0,0,0
212,1,90.51097250406565,7,27,4,8,3,0,0,0
44,0,67.32980004967703,2,12,4,2,0,3,0,0
154,1,120.7,7,6,4,3,0,0,3,0
243,0,73.30485447200184,7,15,4,1,0,0,0,0
31,0,76.0938460178973,9,16,3,2,0,0,0,0
166,0,109.15098406781864,10,1,4,2,1,0,0,0
205,0,90.76709192316241,7,29,3,2,1,0,0,0
67,1,121.91121359486328,10,2,4,2,0,0,3,0
153,1,103.3879859437801,9,30,4,2,2,0,3,0
132,0,106.5065757729325,7,5,4,4,0,0,0,0
215,0,177.1119880829411,10,6,4,4,2,0,0,0
26,1,119.24684204240218,9,18,4,3,1,0,0,0
112,0,105.974320120605,7,15,4,3,0,0,0,0
192,0,106.48245190050399,9,4,2,1,0,0,3,0
105,0,117.52158529259569,5,5,4,3,0,0,0,0
201,1,123.30128261185281,8,24,4,3,0,0,0,0
76,0,128.53317948135526,7,8,4,1,1,0,3,0
286,0,98.5438290304003,8,26,4,3,0,0,0,0
50,0,78.3,2,26,4,2,0,0,0,0
5,0,165.54843045587015,10,5,4,2,1,0,0,0
114,0,132.03854707752126,9,15,4,3,1,0,3,0
247,1,115.0,6,6,3,1,1,1,0,0
59,0,255.66653367673848,6,10,4,1,1,0,5,0
62,0,164.992124564346,9,17,4,2,0,0,4,0
73,1,88.5019029902004,10,15,4,3,0,0,0,0
37,0,112.42917235121448,8,26,4,1,1,2,0,0
172,0,115.30331311653346,5,21,4,1,1,0,3,0
43,0,93.70084295335622,5,30,4,1,0,3,0,0
212,0,80.75,8,10,4,3,1,3,0,0
83,0,73.5243597553116,10,3,3,3,1,0,0,0
60,0,119.25615570957719,4,21,4,1,0,0,2,0
89,0,81.219731489916,4,13,4,3,0,3,0,0
49,0,107.86974035999573,9,2,4,2,0,3,0,0
88,0,114.85162391643081,6,4,4,2,0,0,0,0
45,0,142.4678381647348,5,8,4,2,1,0,0,0
221,0,113.4172764694671,8,30,4,1,0,0,0,0
35,0,135.9,8,1,4,2,1,0,0,0
60,0,138.51432962900233,6,15,4,1,0,0,3,0
69,0,162.05932712459693,8,27,4,1,1,0,3,0
57,0,105.56346374040159,4,11,4,2,1,0,0,0
92,1,120.2810552785922,10,7,4,1,0,0,0,0
15,0,129.0,7,19,4,2,1,3,0,0
161,0,89.74376781913897,5,27,4,4,2,1,0,0
276,0,61.0,5,13,3,3,2,0,0,0
100,1,93.4125724435819,11,2,4,2,1,0,0,0
205,0,140.66531157425646,7,27,3,1,0,0,3,0
24,0,139.0,8,16,4,0,0,3,0,0
42,0,96.34314950806882,6,26,4,1,1,3,0,0
56,0,140.4,5,1,4,2,0,0,3,0
12,0,112.18698503050517,5,30,4,2,0,0,2,0
159,0,205.22296697179056,5,25,4,4,1,0,5,0
21,0,91.96569142457939,4,6,4,0,1,0,0,0
291,0,87.19183929027818,11,13,3,3,0,0,2,0
121,0,163.55757843032214,9,20,4,3,1,0,3,0
165,0,137.21898739109827,8,13,4,4,2,0,0,0
156,0,121.5,7,24,4,2,0,0,0,0
301,0,100.01422420560478,9,16,3,2,1,0,0,0
6,0,125.96482525822186,9,28,4,1,1,3,0,0
131,0,140.20247353394504,7,30,4,4,1,0,3,0
91,1,129.8288598464927,6,14,4,4,1,1,0,0
160,0,90.0,4,27,3,4,2,0,0,0
249,0,98.09210321891288,9,26,4,2,1,0,0,0
63,0,89.11668512195818,10,14,4,2,0,0,0,0
178,1,112.5463099670497,6,26,4,2,0,0,0,0
219,0,103.7324529636926,9,3,3,2,0,0,0,0
184,0,89.94086890452043,9,12,4,2,1,0,0,0
89,0,136.25191009573422,7,3,4,3,1,0,0,0
113,0,107.26606637817873,7,17,4,2,1,1,0,0
30,0,183.7338695509897,8,2,4,1,2,0,4,0
60,0,85.29441801220673,3,4,4,3,0,0,1,0
17,0,95.33085608625811,3,17,4,1,0,0,0,0
221,0,107.70085529223093,8,15,4,2,1,0,1,0
133,0,115.25635897608157,10,26,4,3,1,0,3,0
103,1,93.41557901435534,11,6,4,1,0,0,0,0
209,0,76.34334881851298,7,29,4,1,0,0,0,0
67,0,138.38696653031454,4,10,4,1,1,0,3,0
16,0,154.0915904087156,6,29,4,1,0,0,4,0
216,0,96.34635714315586,7,18,4,1,1,0,1,0
12,1,92.35170671593572,2,5,4,5,2,0,0,0
123,0,94.54668206626631,4,5,4,3,0,2,0,0
221,2,113.09173393252333,9,29,4,3,0,0,0,0
121,0,124.77279715689181,8,14,4,2,0,0,1,0
37,0,132.68941538997265,7,3,4,0,1,0,1,0
10,0,100.23720244014392,5,27,4,0,1,0,0,0
261,0,92.81209117478762,6,4,4,2,0,0,0,0
113,1,78.5447737932173,11,16,4,2,1,2,0,0
62,0,87.3,3,6,4,1,1,0,3,0
250,0,95.0,9,26,3,3,1,0,0,0
196,0,85.96803469292273,7,18,4,1,0,0,0,0
100,1,90.0,11,17,4,2,0,0,0,0
162,0,115.0,10,14,3,1,0,0,0,0
27,0,280.19665776315793,9,25,4,3,0,0,4,0
87,0,132.3,10,5,4,2,0,0,3,0
1,0,94.99819246498669,4,25,0,1,0,0,0,0
208,0,129.94164834548877,9,21,4,3,2,0,2,0
24,0,119.0,9,26,4,0,1,3,0,0
111,0,120.0,10,10,3,0,1,0,0,0
52,0,121.5,4,29,4,0,1,0,0,0
22,0,216.18940549245997,3,29,4,4,0,0,4,0
167,0,300.0,7,19,3,2,1,1,0,0
152,1,217.6,8,19,4,3,2,1,5,0
18,0,112.50563450153942,4,11,4,3,0,3,0,0
91,0,104.08598744122335,9,18,4,2,1,1,0,0
147,1,85.5,9,26,4,1,0,0,0,0
136,0,117.51011020639407,8,22,4,7,2,0,0,0
59,0,126.57804463964608,11,18,4,2,1,0,2,0
63,0,121.40059407290693,7,23,4,4,1,0,0,0
166,0,61.871514733438104,8,19,3,4,0,1,0,0
321,0,113.09149813080515,6,17,3,3,0,1,0,0
3,0,221.0,5,12,4,1,0,0,5,0
65,0,149.05043294951525,8,9,4,1,0,0,3,0
27,0,182.0526954140871,6,25,4,3,1,0,3,0
219,0,220.64359542651385,10,23,4,1,0,1,4,0
298,0,91.12687413262259,10,23,4,2,1,0,0,0
150,0,79.75422976315141,10,28,4,0,1,3,0,0
36,0,159.84718525036428,2,25,4,1,0,0,3,0
205,0,99.66285777586498,6,6,3,2,1,0,1,0
55,0,134.9427310128518,9,11,4,0,1,1,0,0
30,0,98.27088602848923,5,25,4,1,0,3,0,0
189,2,90.71971819416254,6,8,4,4,0,0,2,0
71,1,84.83196319014803,4,20,4,1,1,3,0,0
3,0,120.27214693390866,5,9,4,1,0,0,0,0
246,0,109.24891046955761,6,6,4,1,1,0,0,0
104,0,109.55716369744128,10,11,3,1,1,1,0,0
244,0,107.52067723929913,9,22,3,4,1,0,0,0
5,0,133.54041942346066,8,4,4,1,0,3,0,0
209,1,90.25426575424851,8,16,4,2,0,2,0,0
73,0,126.9,5,8,4,2,0,0,0,0
146,0,96.7847170332679,4,4,4,3,0,0,0,0
212,0,80.75,8,8,4,3,1,3,0,0
100,0,83.01383593988784,4,26,4,4,0,3,0,0
197,0,83.61672876821521,9,29,4,0,1,3,0,0
214,0,120.20578397700746,9,29,4,2,0,0,0,0
305,0,89.0,11,4,3,2,1,0,0,0
253,0,67.09466508664997,10,29,4,1,2,3,0,0
15,0,165.42265907965012,8,1,4,4,0,0,4,0
233,0,90.0,10,14,3,2,1,0,0,0
87,0,113.26392534427693,4,29,4,1,1,3,0,0
302,0,100.0,9,16,3,2,1,0,0,0
61,0,68.85,7,8,4,8,2,0,0,0
59,0,95.63086091118872,6,17,4,4,1,2,0,0
5,0,85.67577636580634,2,20,4,4,1,0,0,0
15,0,216.80985755509144,4,29,4,4,1,0,3,0
44,1,98.55162262107504,9,21,4,2,0,0,0,0
31,0,133.10093028493407,6,17,4,1,0,0,1,0
27,0,132.52241888997122,8,14,4,2,2,3,0,0
13,0,129.704488477428,6,22,4,1,0,1,0,0
29,0,74.77683213770031,2,3,4,2,0,3,0,0
110,2,128.65320667475916,10,7,3,2,1,0,0,0
58,0,79.2,11,22,4,2,0,3,0,0
135,1,80.43372495608595,11,28,4,1,0,2,0,0
137,0,105.26448714328878,5,4,4,3,0,0,0,0
56,0,67.43494979926156,11,16,3,1,2,2,0,0
190,0,113.23984934002259,10,26,4,1,0,0,1,0
50,0,63.75,3,8,4,5,1,3,0,0
80,0,86.55352237049816,5,20,4,1,0,3,0,0
122,0,99.32620000499459,5,2,4,3,0,0,0,0
90,0,90.00379996322364,3,21,4,4,1,0,2,0
160,0,105.04623493857031,3,24,4,2,1,0,0,0
122,0,85.2328177855703,5,15,4,2,0,0,0,0
16,0,83.81403349070739,3,6,4,3,0,3,0,0
81,0,222.43618421750034,9,21,4,3,1,0,5,0
109,0,76.5,5,16,4,1,0,1,0,0
36,1,137.40868742914506,3,24,4,2,1,0,3,0
29,0,66.29,12,3,4,10,4,3,0,0
85,0,118.7359832161903,7,2,4,2,0,0,0,0
127,0,89.87613846591752,4,27,3,3,1,0,0,0
35,0,140.63403552250927,5,20,4,0,1,0,3,0
32,0,121.5,2,26,4,1,0,0,2,0
73,0,151.61197443064398,9,20,4,1,0,0,3,0
80,0,168.3,9,8,4,2,0,0,3,0
53,1,80.28590817501106,8,5,4,2,0,1,0,0
38,0,125.55,10,4,4,2,0,0,3,0
147,0,127.99483773285009,9,12,3,3,0,0,0,0
145,0,99.27711675799542,8,22,4,4,0,0,0,0
153,1,109.78709168765185,7,22,4,2,0,0,0,0
29,1,127.47181063837445,5,15,4,2,1,0,0,0
154,1,135.75707487645653,7,21,4,2,0,0,3,0
55,0,109.83878514739024,8,28,4,1,1,0,0,0
120,0,128.00850330436853,7,11,4,2,1,0,0,0
166,1,122.20063511706735,9,2,4,3,0,0,3,0
150,0,95.7683417670274,5,30,4,2,0,0,0,0
137,0,135.18709421933661,8,22,4,3,0,0,3,0
48,0,48.504728487306636,3,14,3,1,0,2,0,0
109,0,103.5,7,9,4,0,0,3,0,0
204,0,81.405114433232,7,12,4,3,0,1,0,0
250,0,110.61148802110571,9,20,4,3,1,0,0,0
123,0,94.59292572396497,7,1,4,2,1,2,0,0
26,0,127.44268963074708,8,4,4,2,1,0,0,0
35,0,160.48060681024893,2,25,4,2,0,0,4,0
215,0,96.3,7,7,4,1,0,0,0,0
208,1,160.90553592016647,8,3,4,1,2,0,0,0
0,0,79.0,2,7,4,1,0,3,0,0
35,0,128.50139592660614,6,26,4,4,0,0,2,0
13,1,203.18342577981855,8,10,4,2,1,0,3,0
4,0,108.84465618940631,6,10,3,1,0,0,3,0
58,0,131.18615615462707,5,4,4,2,0,0,1,0
221,0,167.533495499605,9,28,4,1,0,0,4,0
98,1,206.96488503102657,7,7,4,4,1,0,3,0
12,0,131.37316185604257,4,6,3,11,4,0,2,0
134,0,137.7,8,2,4,2,0,0,3,0
32,0,196.06238363870835,7,4,4,2,0,0,2,0
204,1,95.13463810678704,9,19,4,3,0,0,0,0
341,0,1.8776827880504834,9,13,4,2,0,0,0,0
64,0,105.3,4,22,4,1,1,0,0,0
287,1,105.41977797525551,9,29,4,1,1,0,2,0
36,0,87.77187488384901,11,13,4,2,0,3,0,0
44,0,131.1982564082775,4,10,4,3,1,0,0,0
208,0,104.62202680535175,7,21,4,2,0,0,0,0
179,0,81.69247563076611,8,26,4,2,1,0,0,0
121,0,91.07408018854626,5,27,4,2,0,0,2,0
90,0,89.75177446178817,3,19,4,5,2,0,2,0
258,0,90.03696042976138,6,3,3,3,0,1,0,0
35,0,68.9157083148281,2,13,4,1,0,3,0,0
279,0,108.6417480444259,9,12,3,2,0,0,0,0
35,0,149.59981249315155,8,26,4,1,0,0,3,0
194,0,106.83164999748396,8,1,4,1,0,0,0,0
11,0,73.76909624436931,8,18,2,2,0,0,0,0
2,0,176.0943375029047,5,26,4,1,0,0,2,0
31,0,130.4961819851909,10,10,4,2,0,0,0,0
15,0,113.38991539410263,6,12,4,1,1,0,0,0
186,0,122.52884068049767,10,1,4,1,1,0,3,0
258,0,94.1259243172964,10,2,4,3,2,0,0,0
36,0,135.09651975613983,8,10,4,1,1,0,1,0
239,0,90.66728120158447,6,14,4,2,0,0,0,0
120,1,76.5,7,13,4,2,0,0,0,0
183,0,139.21710691861486,8,17,4,0,0,0,0,0
148,0,91.336025100409,7,23,4,4,1,3,0,0
141,0,109.8,6,28,4,2,0,0,3,0
36,0,114.41238171125042,3,11,4,2,0,0,2,0
101,1,94.3453585452986,6,25,4,2,0,2,0,0
47,0,76.5,3,16,4,1,0,0,0,0
307,0,106.42246302275774,8,11,4,3,1,0,2,0
95,0,198.9,5,3,4,2,0,0,5,0
92,0,105.3,5,13,4,2,0,0,1,0
204,0,90.47442581921251,6,29,3,1,1,0,0,0
60,0,105.3,7,12,4,1,0,0,0,0
162,0,106.25155326652819,8,15,4,2,1,0,0,0
39,0,181.2869301681245,3,17,4,1,1,0,3,0
349,0,88.64617956690545,10,4,3,5,1,0,0,0
201,1,104.17319886064607,8,9,4,2,0,1,0,0
51,0,106.4174757578461,7,6,4,0,0,3,0,0
5,0,101.0,3,2,4,1,1,0,0,0
99,0,79.61972927303475,2,19,2,1,0,0,0,0
92,0,92.94435719497268,4,25,4,1,1,0,0,0
161,0,137.61263001655593,7,13,4,3,0,0,2,0
18,0,137.44760333903884,4,9,4,1,1,0,3,0
89,0,116.1,5,20,4,1,0,3,0,0
83,0,108.53751880624873,6,13,4,2,1,3,0,0
27,0,103.89096790794089,4,18,4,2,0,0,1,0
114,0,131.655552563717,8,25,4,2,1,0,2,0
20,0,102.11907293746364,10,3,4,1,0,1,0,0
230,1,106.22830955436987,7,23,4,2,1,0,0,0
267,1,141.61279804559553,11,22,4,4,2,0,3,0
261,0,112.06625734264624,9,21,4,2,0,1,0,0
6,0,252.5602238314565,6,25,4,4,2,0,5,0
181,0,98.91425051503849,8,11,4,2,1,1,0,0
104,0,72.29689434786813,7,26,3,3,2,0,0,0
